ia,intento,banco,caso,dictamen_entrega,resultado_caso,observaciones,respuesta_sha256,url_evaluacion
deepseek,2,SV-TRAZABILIDAD-2/1,E10,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E10/fuentes/F02:CITA_NO_EXACTA ; /resultados/E10/fuentes/F03:CITA_NO_EXACTA ; /resultados/E10/fuentes/F06:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E11,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E11/fuentes/F06:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
deepseek,2,SV-TRAZABILIDAD-2/1,E12,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E12/fuentes/F06:CITA_NO_EXACTA,062bf4d3edb29cfa8b4b7ebaa47e80b7aa58b71a44675b0beef7d4680299bfc4,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s7-recepcion-externa/deepseek-intento-2/COTEJO_ORIGINAL.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E01,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,"Estado DATO expresado con prefijo descriptivo, 8.40 y una llamada correctos. Se admite equivalencia de explicación S4. El fragmento de F06 existe pero está en línea 11, no 10; sigue siendo inequívocamente localizable. La ruta procede de R01: F01/F03 no contienen literalmente la ruta. El carácter artificial se declara en la consecuencia.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E02,No acredita conformidad S4 en esta entrega.,4/4; traza 2/3,"Estado, contenido null y una llamada correctos. Fuentes y resolución verificables. Falta delimitar en este caso que no se constituye revocación profesional ni historia viva; limitacion es null. La prosa de R02 citada conserva el resultado, no este límite.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E03,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,"Lectura del recibo negativo separada de actuación y permiso, con cita comprobable. F08 en contenido y una llamada describen el recibo; S4 permite null fuera de E01/E02 pero no lo impone. No se aplica el esquema más estricto de S6.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E04,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,Rechazo y FaltaVigencia correctos; F05 se identifica expresamente como pieza omitida. La abreviación de espacios es localizable en la fuente; S4 admite diferencia comprobable y no exige transporte íntegro de cada fuente.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E05,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,Rechazo por VigenciaDistinta; caso F04 permanece y montaje F05 se sustituye por F03. Identidades y límite de cobertura comprobables.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E06,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,"Rechazo por identidad ajena con fuente y regla pertinentes. Identidad ajena es condición del caso, no cita literal de bytes aportados de otra propuesta.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E07,No acredita conformidad S4 en esta entrega.,3/4; traza 1/3,Decisión y causa null correctas. No concreta que se escriben los bytes exactos de F06 y se cotejan los recuperados. La cita de version sólo identifica el formato y no prueba conservación de separadores/cadenas o recuperación fiel. Falta límite del caso; limitacion es null. Se conserva un punto por fuentes y reglas pertinentes.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E08,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,Rechazo de escritura por ContenidoDistinto; diferencia no acredita/acredita verificable. El rechazo de la escritura se reconoce como consecuencia descrita antes de aceptación; no afirma que el archivo se haya creado.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E09,No acredita conformidad S4 en esta entrega.,3/4; traza 3/3,"Detección posterior correcta y dos huellas coincidentes con el banco, sin afirmar recálculo. Causa null difiere de ContenidoDistinto del oráculo. Se reserva un punto: S4 permite null cuando no hay rechazo/error y DETECTAR_ALTERACION no se asigna expresamente en esa frase; diferencia de etiqueta distinta de E10. No se considera fallo material por sí sola.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E10,No acredita conformidad S4 en esta entrega.,3/4; traza 2/3,FaltaCaso contradice la presencia de F02 y la omisión reconocida de F03: corresponde FaltaVigencia. La atribución a R04 no contiene una definición que justifique FaltaCaso para este supuesto. Conserva rechazo y pieza omitida; pierde causa y justificación correcta.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E11,No acredita conformidad S4 en esta entrega.,1/4; traza 3/3,ERROR_LECTURA/Límite difiere de RECHAZAR_LECTURA/Limite. Se reservan los mismos tres puntos aplicados a las primeras respuestas S4: el encargo público no asigna inequívocamente esas etiquetas y R07 usa Límite en prosa. Exceso 16385/16384 correctamente explicado; no se convierte en U.,84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,1,S4-EXTERNA-DOCUMENTAL/1,E12,No acredita conformidad S4 en esta entrega.,4/4; traza 3/3,"ERROR_LECTURA/Io(NotFound) correctos. Ausencia identificada y límite de lectura conservado; la evidencia es descripción comprobable del supuesto, no registro de una apertura realmente ejecutada.",84379ce5016f2afb5ade20a548f1972f070b1c57d1fe23f0a685febcc9e65680,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s8-recepcion-complementaria-s4/mistral-intento-1/EVALUACION.json
mistral,2,SV-TRAZABILIDAD-2/1,E01,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E02,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E03,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E04,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E05,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E06,NO_CONFORME,SIN_DISCREPANCIAS,,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E07,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E07/fuentes/F06:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E08,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E08/fuentes/F06:CITA_NO_EXACTA ; /resultados/E08/fuentes/F07:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E09,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E09/causa:NO_COINCIDE ; /resultados/E09/fuentes/F06:CITA_NO_EXACTA ; /resultados/E09/fuentes/F07:CITA_NO_EXACTA ; /resultados/E09/reglas/R08:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E10,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E10/causa:NO_COINCIDE ; /resultados/E10/fundamento:NO_COINCIDE ; /resultados/E10/fuentes/F06:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E11,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E11/fuentes/F06:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
mistral,2,SV-TRAZABILIDAD-2/1,E12,NO_CONFORME,CON_DISCREPANCIAS,/resultados/E12/fuentes/F06:CITA_NO_EXACTA,f4bda6916babedcb8ea56a1de98121ad6ce97f937b27ce365ca06e044ecb65f1,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/b3f8cc771de98f7c77273544d1b9c941abd7eace/docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s9-recepcion-complementaria-trazabilidad/mistral-intento-2/COTEJO_ORIGINAL.json
